symbol,Risk,close,company_name,website_link
MCK,0.011660732,182.4,"Macy's, Inc.",www.macysinc.com
MCO,0.016471267,82.78,Mastercard Incorporated,www.mastercard.com
MDLZ,0.010842335,35.08,"Mid-America Apartment Communities, Inc.",www.maac.com
MDT,0.012250608,59.91,Macerich,www.macerich.com
MET,0.01605894,53.15,"Marriott International, Inc.",www.marriott.com
MGM,0.020560916,28.29,Masco Corporation,www.masco.com
MHK,0.016396806,144.68,McDonald's Corporation,www.mcdonalds.com
MKC,0.014001814,66.99,Microchip Technology Incorporated,www.microchip.com
MLM,0.020205061,123.92,McKesson Corporation,www.mckesson.com
MMC,0.012850648,49.56,Moody's Corporation,www.moodys.com
MMM,0.012643204,134.11,"Mondelez International, Inc.",www.mondelezinternational.com
MNST,0.018560961,24.4633,Medtronic plc,www.medtronic.com
MO,0.01205077,36.81,"MetLife, Inc.",www.metlife.com
MON,0.011703956,114.08,MGM Resorts International,www.mgmresorts.com
MOS,0.01235313,49.73,"Mohawk Industries, Inc.",www.mohawkind.com
MPC,0.01978321,45,"McCormick & Company, Incorporated",www.mccormickcorporation.com
MRK,0.010712342,57.47,"Martin Marietta Materials, Inc.",www.martinmarietta.com
MRO,0.011568778,34.24,"Marsh & McLennan Companies, Inc.",www.mmc.com
MS,0.015451222,32.21,3M Company,www.3m.com
MSFT,0.012659661,37.9,Monster Beverage Corporation,www.monsterbevcorp.com
MSI,0.008624008,66.64,"Altria Group, Inc.",www.altria.com
MTB,0.008949922,119.38,The Mosaic Company,www.mosaicco.com
MTD,0.021281863,245.59,Marathon Petroleum Corporation,www.marathonpetroleum.com
MU,0.015354785,24.42,"Merck & Co., Inc.",www.merck.com
MYL,0.026860169,54.86,Marathon Oil Corporation,www.marathonoil.com
NBL,0.01701858,69.23,Morgan Stanley,www.morganstanley.com
NCLH,0.017684346,33.37,Microsoft Corporation,www.microsoft.com
NDAQ,0.014955862,40.79,"Motorola Solutions, Inc.",www.motorolasolutions.com
NEE,0.010460234,91.8,M&T Bank Corporation,www.mtb.com
NEM,0.029045285,24.6,Mettler-Toledo International Inc.,www.mt.com
NFLX,0.019530631,64.0528,"Micron Technology, Inc.",www.micron.com
NFX,0.022891082,28.75,Mylan N.V.,www.mylan.com
NI,0.008500136,34.72,"Noble Energy, Inc.",www.nobleenergyinc.com
NKE,0.012674182,39.73,Norwegian Cruise Line Holdings Ltd.,www.nclhltd.com
NLSN,0.015957639,46.28,"Nasdaq, Inc.",www.nasdaq.com
NOC,0.014231553,124.3,"NextEra Energy, Inc.",www.nexteraenergy.com
NOV,0.012571187,79.06,Newmont Corporation,www.newmont.com
NRG,0.010558037,28.7,"Netflix, Inc.",www.netflix.com
NSC,0.016278377,94.29,Newfield Exploration Company,www.newfield.com
NTAP,0.014868194,37.9,NiSource Inc.,www.nisource.com
NTRS,0.012271811,64.02,"NIKE, Inc.",www.nike.com
NUE,0.014446303,50.15,"NIKE, Inc.",www.nike.com
NVDA,0.015775319,18.36,Nielsen Holdings plc,www.nielsen.com
NWL,0.011321972,31.32,Northrop Grumman Corporation,www.northropgrumman.com
NWS,0.020229209,17.54,NOV Inc.,www.nov.com
NWSA,0.020470509,17.91,"ServiceNow, Inc.",www.servicenow.com
O,0.011338722,41.59,"NRG Energy, Inc.",www.nrg.com
OKE,0.032102393,58.96,Norfolk Southern Corporation,www.nscorp.com
OMC,0.013388052,75.5,"NetApp, Inc.",www.netapp.com
ORCL,0.013039912,38.83,Northern Trust Corporation,www.northerntrust.com
ORLY,0.019028019,150.47,Nucor Corporation,www.nucor.com
OXY,0.011081935,97.13,NVIDIA Corporation,www.nvidia.com
PAYX,0.011848021,42.64,"NVR, Inc.",www.nvrinc.com
PBCT,0.009847161,14.57,Newell Brands Inc.,www.newellbrands.com
PCAR,0.01705201,65.93,News Corporation,www.newscorp.com
PCG,0.010170379,42.75,News Corporation,www.newscorp.com
PCLN,0.019169507,1358.04,Realty Income Corporation,www.realtyincome.com
PDCO,0.009827686,42,"ONEOK, Inc.",www.oneok.com
PEG,0.011026004,35.44,Omnicom Group Inc.,www.omnicomgroup.com
PEP,0.011362769,81.56,Oracle Corporation,www.oracle.com
PFE,0.013945664,32.43,"O'Reilly Automotive, Inc.",www.oreillyauto.com
PFG,0.016519894,47.28,Occidental Petroleum Corporation,www.oxy.com
PG,0.009854657,78.38,"Paychex, Inc.",www.paychex.com
PGR,0.015676638,24.45,"People's United Financial, Inc.",www.peoples.com
PH,0.015271109,124.38,PACCAR Inc,www.paccar.com
PHM,0.019047528,20.31,PG&E Corporation,www.pge.com
PKG,0.022613648,74.21,"Patterson Companies, Inc.",www.pattersoncompanies.com
PKI,0.014783579,45.84,"Healthpeak Properties, Inc.",www.healthpeak.com
PLD,0.01311373,40.87,Public Service Enterprise Group (PSEG),www.pseg.com
PM,0.013679533,80.34,"PepsiCo, Inc.",www.pepsico.com
PNC,0.011554455,83.98,Pfizer Inc.,www.pfizer.com
PNR,0.01654663,82.81,Principal Financial Group,www.principal.com
PNW,0.009550027,54.04,Procter & Gamble Company,www.pg.com
PPG,0.011752229,100.035,The Progressive Corporation,www.progressive.com
PPL,0.008270871,31.84,Parker-Hannifin Corporation,www.parker.com
PRGO,0.019123607,164.48,"PulteGroup, Inc.",www.pultegroupinc.com
PRU,0.01647193,88.58,Packaging Corporation of America,www.packagingcorp.com
PSA,0.008307909,167.55,"PerkinElmer, Inc.",www.perkinelmer.com
PSX,0.016336667,78.14,"Prologis, Inc.",www.prologis.com
PVH,0.013748825,125.85,Philip Morris International Inc.,www.pmi.com
PWR,0.018433553,36.43,"The PNC Financial Services Group, Inc.",www.pnc.com
PX,0.011820942,130.83,Pentair plc,www.pentair.com
PXD,0.023681761,198.32,Pinnacle West Capital Corporation,www.pinnaclewest.com
QCOM,0.013140737,77,Pool Corporation,www.poolcorp.com
RCL,0.019454439,51.42,"PPG Industries, Inc.",www.ppg.com
RE,0.015644777,148.98,PPL Corporation,www.pplweb.com
REG,0.010848597,50.57,Perrigo Company plc,www.perrigo.com
REGN,0.026352889,338.45,"Prudential Financial, Inc.",www.prudential.com
RF,0.016484693,10.83,Public Storage,www.publicstorage.com
RHI,0.017437305,42.17,Phillips 66,www.phillips66.com
RHT,0.016756067,60.86,PVH Corp.,www.pvh.com
RJF,0.016037366,53.47,"Quanta Services, Inc.",www.quantaservices.com
RL,0.012526918,162.16,Pioneer Natural Resources,www.pxd.com
RMD,0.019183847,44.01,"PayPal Holdings, Inc.",www.paypal.com
ROK,0.012350902,123.46,Qualcomm Incorporated,www.qualcomm.com
ROP,0.011770447,138.66,"Qorvo, Inc.",www.qorvo.com
ROST,0.013590859,35.875,"Ryder System, Inc.",www.ryder.com
RRC,0.015736628,84.23,Royal Caribbean Group,www.rclcorporate.com
RSG,0.012245559,34.16,"Everest Re Group, Ltd.",www.everestre.com
RTN,0.015651367,100.49,Regency Centers Corporation,www.regencycenters.com
SBAC,0.01264238,95.53,"Regeneron Pharmaceuticals, Inc.",www.regeneron.com
SBUX,0.015982569,36.345,Regions Financial Corporation,www.regions.com
SCG,0.009011063,48.6,Robert Half International Inc.,www.roberthalf.com
SCHW,0.02038564,26.94,"Raymond James Financial, Inc.",www.raymondjames.com
SEE,0.019665556,34.59,Ralph Lauren Corporation,www.ralphlauren.com
SHW,0.013597618,203,ResMed Inc.,www.resmed.com
SIG,0.037071829,98.5,"Rockwell Automation, Inc.",www.rockwellautomation.com
SJM,0.01430109,97.63,"Rollins, Inc.",www.rollins.com
SLB,0.012450435,92.75,"Roper Technologies, Inc.",www.ropertech.com
SLG,0.012470176,99.64,"Ross Stores, Inc.",www.rossstores.com
SNA,0.019237217,113.42,"Republic Services, Inc.",www.republicservices.com
SNI,0.010893089,81.81,Raytheon Technologies Corporation,www.rtx.com
SNPS,0.01326528,40.48,SBA Communications Corporation,www.sbasite.com
SO,0.005874131,42.04,Starbucks Corporation,www.starbucks.com
SPG,0.009513031,163.57,The Charles Schwab Corporation,www.schwab.com
SPGI,0.014800574,81.53,Sealed Air Corporation,www.sealedair.com
SRCL,0.008383017,116.78,The Sherwin-Williams Company,www.sherwin-williams.com
SRE,0.00910836,93.61,SVB Financial Group,www.svb.com
STI,0.014062951,38.91,The J.M. Smucker Company,www.jmsmucker.com
STT,0.018089904,67.73,Schlumberger Limited,www.slb.com
STX,0.026993094,50.1,SL Green Realty Corp.,www.slgreen.com
STZ,0.012251897,83.85,Snap-on Incorporated,www.snapon.com
SWK,0.011489165,81.88,"Synopsys, Inc.",www.synopsys.com
SWKS,0.020524946,37,The Southern Company,www.southerncompany.com
SYK,0.011894577,80.95,"Simon Property Group, Inc.",www.simon.com
SYMC,0.021371879,20.8,S&P Global Inc.,www.spglobal.com
SYY,0.007930475,36.29,Sempra Energy,www.sempra.com
T,0.011873729,32.34,Steris plc,www.steris.com
TAP,0.011890575,57.99,State Street Corporation,www.statestreet.com
TDG,0.012639842,182.56,Seagate Technology Holdings plc,www.seagate.com
TEL,0.012582898,58.8,"Constellation Brands, Inc.",www.cbrands.com
TGT,0.017113862,60.74,"Stanley Black & Decker, Inc.",www.stanleyblackanddecker.com
TIF,0.014040155,93.28,"Skyworks Solutions, Inc.",www.skyworksinc.com
TJX,0.011408394,61.13,Synchrony Financial,www.synchronyfinancial.com
TMK,0.011955846,52.9334,Stryker Corporation,www.stryker.com
TMO,0.020756839,126.4,Sysco Corporation,www.sysco.com
TPR,0.012023426,48.34,AT&T Inc.,www.att.com
TRIP,0.028618416,108.38,Molson Coors Beverage Company,www.molsoncoors.com
TROW,0.018212707,82.37,TransDigm Group Incorporated,www.transdigm.com
TRV,0.009001847,84.4,TE Connectivity Ltd.,www.te.com
TSCO,0.016788993,72.29,Truist Financial Corporation,www.truist.com
TSN,0.019912124,40.17,Target Corporation,www.target.com
TSS,0.013024128,30.85,Tiffany & Co.,www.tiffany.com
TWX,0.012103121,68.93,"The TJX Companies, Inc.",www.tjx.com
TXN,0.010569201,45.68,Thermo Fisher Scientific Inc.,www.thermofisher.com
TXT,0.018359845,40.11,"T-Mobile US, Inc.",www.t-mobile.com
UAA,0.044901266,28.95,"Tapestry, Inc.",www.tapestry.com
UAL,0.024283408,47.98,Trimble Inc.,www.trimble.com
UDR,0.010873134,26.32,T. Rowe Price,www.troweprice.com
UHS,0.015014863,79.94,"The Travelers Companies, Inc.",www.travelers.com
ULTA,0.016507877,87.3,Tractor Supply Company,www.tractorsupply.com
UNH,0.013137937,77.64,"Tesla, Inc.",www.tesla.com
UNM,0.016602249,35.66,"Tyson Foods, Inc.",www.tysonfoods.com
UNP,0.012324824,92.93,Trane Technologies plc,www.tranetechnologies.com
UPS,0.008353538,97.86,"Take-Two Interactive Software, Inc.",www.take2games.com
URI,0.025832817,88.5,"Twitter, Inc.",www.twitter.com
USB,0.011071504,41.65,Texas Instruments Incorporated,www.ti.com
UTX,0.011170535,117.76,Textron Inc.,www.textron.com
V,0.01376118,55.965,"Under Armour, Inc.",www.uabiz.com
VAR,0.01208682,84.41,"Under Armour, Inc.",www.uabiz.com
VFC,0.018127014,60.01,"United Airlines Holdings, Inc.",www.united.com
VIAB,0.01497587,87.97,"UDR, Inc.",www.udr.com
VLO,0.024721449,52.88,"Universal Health Services, Inc.",www.uhsinc.com
VMC,0.028744388,67.99,"Ulta Beauty, Inc.",www.ulta.com
VNO,0.010075536,99.23,UnitedHealth Group Incorporated,www.unitedhealthgroup.com
VRSK,0.011595832,62.58,Unum Group,www.unum.com
VRSN,0.015866006,56.17,Union Pacific Corporation,www.up.com
VRTX,0.022793036,79.94,"United Parcel Service, Inc.",www.ups.com
VTR,0.009810379,61.97,"United Rentals, Inc.",www.unitedrentals.com
VZ,0.013187381,47.46,U.S. Bancorp,www.usbank.com
WAT,0.017584702,112.78,Visa Inc.,www.visa.com
WBA,0.019573524,66.71,V.F. Corporation,www.vfc.com
WDC,0.014046555,86.72,ViacomCBS Inc.,www.viacbs.com
WEC,0.008085715,43.66,Valero Energy Corporation,www.valero.com
WFC,0.009418238,47.34,Vulcan Materials Company,www.vulcanmaterials.com
WHR,0.022620013,147.49,Vornado Realty Trust,www.vno.com
WM,0.012767155,41.2,"Verisk Analytics, Inc.",www.verisk.com
WMB,0.014521131,42.65,"VeriSign, Inc.",www.verisign.com
WMT,0.009343812,74.88,Vertex Pharmaceuticals Incorporated,www.vrtx.com
WU,0.01442233,16.79,"Ventas, Inc.",www.ventasreit.com
WY,0.010418668,30.16,Verizon Communications Inc.,www.verizon.com
WYN,0.016019249,75.74,Westinghouse Air Brake Technologies,www.wabtec.com
WYNN,0.025267059,247.83,Waters Corporation,www.waters.com
XEC,0.021581617,112.09,Weibo Corporation,www.weibo.com
XEL,0.007780847,29.87,"Walgreens Boots Alliance, Inc.",www.walgreensbootsalliance.com
XL,0.014368321,30.69,Western Digital Corporation,www.westerndigital.com
XLNX,0.012838731,53.47,"WEC Energy Group, Inc.",www.wecenergygroup.com
XOM,0.012415579,93.76,Welltower Inc.,www.welltower.com
XRAY,0.011828952,45.89,Wells Fargo,www.wellsfargo.com
XRX,0.020940591,44.36,Whirlpool Corporation,www.whirlpoolcorp.com
XYL,0.026071275,38.3,Willis Towers Watson,www.willistowerswatson.com
YUM,0.020216296,77.29,"Waste Management, Inc.",www.wm.com
ZBH,0.012032103,98.25,"The Williams Companies, Inc.",www.williams.com
ZION,0.014982024,31.45,Walmart Inc.,www.walmart.com
ZTS,0.016479834,30.78,W. R. Berkley Corporation,www.wrberkley.com
,,,WestRock Company,www.westrock.com
,,,"West Pharmaceutical Services, Inc.",www.westpharma.com
,,,The Western Union Company,www.westernunion.com
,,,Weyerhaeuser Company,www.weyerhaeuser.com
,,,"Wynn Resorts, Limited",www.wynnresorts.com
,,,Cimarex Energy Co,www.cimarex.com
,,,Xcel Energy Inc.,www.xcelenergy.com
,,,"Xilinx, Inc.",www.xilinx.com
,,,Exxon Mobil Corporation,www.exxonmobil.com
,,,DENTSPLY SIRONA Inc.,www.dentsplysirona.com
,,,Xerox Holdings Corporation,www.xerox.com
,,,Xylem Inc.,www.xylem.com
,,,"Yum! Brands, Inc.",www.yum.com
,,,"Zimmer Biomet Holdings, Inc.",www.zimmerbiomet.com
,,,Zebra Technologies Corporation,www.zebra.com
,,,"Zions Bancorporation, N.A.",www.zionsbancorporation.com
,,,Zoetis Inc.,www.zoetis.com
